0,951.073486328125,0.0003832507354672998
100,0.19127784669399261,0.421766996383667
200,0.097055584192276,0.0001248123444383964
300,0.08505879342556,0.00024039809068199247
400,0.07346946746110916,0.0002092236973112449
500,0.06207316741347313,0.00017858501814771444
600,0.05132848769426346,0.00014904465933796018
700,0.04151776805520058,0.000121543780551292
800,0.032803818583488464,9.665051038609818e-05
900,0.02526419423520565,7.482650835299864e-05
1000,0.018915263935923576,5.6232227507280186e-05
1100,0.013725444674491882,4.089290086994879e-05
1200,0.009622289799153805,2.868125739041716e-05
1300,0.006498204544186592,1.9354643882252276e-05
1400,0.004217935726046562,1.2520837117335759e-05
1500,0.002629293128848076,7.745757102384232e-06
1600,0.001576719805598259,4.577198524202686e-06
1700,0.0009152451530098915,2.5808212740230374e-06
1800,0.000521704088896513,1.3869462236471009e-06
1900,0.00030026264721527696,7.132427981559886e-07
2000,0.0001824198116082698,3.498651324207458e-07
2100,0.00012305779091548175,1.6470193031636882e-07
2200,9.46871587075293e-05,7.476020869034983e-08
2300,8.173307287506759e-05,3.278445603882574e-08
2400,7.599432137794793e-05,1.4637305589815242e-08
2500,7.341030868701637e-05,6.473835245657256e-09
2600,7.210607873275876e-05,3.0007245577223784e-09
2700,7.129956065909937e-05,1.57608648354568e-09
2800,7.06431019352749e-05,9.599127048787182e-10
2900,7.004365761531517e-05,6.296213550527341e-10
3000,6.942222535144538e-05,5.062755770168792e-10
3100,6.878856220282614e-05,4.347772142310191e-10
3200,6.813927757320926e-05,4.0580039328830253e-10
3300,6.745172140654176e-05,3.870376241721374e-10
3400,6.672697782050818e-05,3.5972613776635853e-10
3500,6.59917714074254e-05,3.687189442658223e-10
3600,6.521849718410522e-05,3.4207359167481854e-10
3700,6.440332799684256e-05,3.4207359167481854e-10
3800,6.355975347105414e-05,3.508443535693573e-10
3900,6.268915603868663e-05,3.334138520827423e-10
4000,6.18057674728334e-05,3.4207359167481854e-10
4100,6.087533984100446e-05,3.334138520827423e-10
4200,5.989325654809363e-05,3.334138520827423e-10
4300,5.890335523872636e-05,3.334138520827423e-10
4400,5.787194459117018e-05,2.998851167390626e-10
4500,5.680408503394574e-05,2.998851167390626e-10
4600,5.570421853917651e-05,3.0810076712128875e-10
4700,5.4576197726419196e-05,2.998851167390626e-10
4800,5.341385622159578e-05,2.9178048865929895e-10
4900,5.221885294304229e-05,2.9178048865929895e-10
5000,5.099403642816469e-05,2.681327382347831e-10
5100,4.974812691216357e-05,2.681327382347831e-10
5200,4.8470912588527426e-05,2.529226827974185e-10
5300,4.714440365205519e-05,2.529226827974185e-10
5400,4.5805471017956734e-05,2.6047219936486954e-10
5500,4.443734360393137e-05,2.3094026690984037e-10
5600,4.305583570385352e-05,2.3094026690984037e-10
5700,0.0005020441021770239,4.5963267325532797e-07
5800,0.0008151294314302504,2.843030870280927e-06
5900,2.2284935766947456e-05,3.7670004893186615e-09
6000,2.0498513549682684e-05,1.0992595722569831e-10
6100,1.991369208553806e-05,8.661127370857002e-11
6200,1.9307295588077977e-05,9.105216580707065e-11
6300,1.870675441750791e-05,7.806255641895632e-11
6400,1.8092663594870828e-05,9.105216580707065e-11
6500,1.7467378711444326e-05,5.1639248432877594e-11
